Customer ID,Age,Senior Citizen,Latitude,Longitude,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
9348-YVOMK,60.0,No,36.654614,-117.324959,3.0,Yes,5.0,10.0,Yes,Yes,Yes,None,No,No,No,No,Yes,Month-to-Month,2230.85,0.0,0.0,2847.15,1314.58,No Churn
9888-ZCUMM,68.0,No,34.067932,-123.287414,5.0,No,0.0,71.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,One Year,7181.25,0.0,0.0,277.61,1357.0700000000002,No Churn
5600-KTXFM,42.0,No,36.414216,-121.360597,4.0,Yes,5.0,61.0,Yes,No,No,None,No,No,No,No,No,Two Year,1226.45,0.0,0.0,1920.89,3147.34,No Churn
2988-QRAJY,24.0,No,38.513484,-120.704613,5.0,Yes,4.0,26.0,Yes,No,Yes,None,No,No,Yes,No,Yes,One Year,1285.8,0.0,0.0,120.12,1405.92,No Churn
4061-UKJWL,34.0,No,38.392559,-117.199424,2.0,Yes,1.0,70.0,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Two Year,3030.6,0.0,20.0,2071.3,8950.8,Competitor
8718-PTMEZ,80.0,No,34.065875,-118.238728,3.0,No,0.0,26.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Month-to-Month,2208.75,0.0,0.0,1296.62,3505.37,No Churn
6116-RFVHN,26.0,No,33.739412,-117.173334,3.0,Yes,0.0,22.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,4113.15,0.0,0.0,360.4,2001.79,No Churn
8232-CTLKO,21.0,No,32.741499,-117.127409,4.0,Yes,7.0,17.0,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Two Year,7082.45,36.92,0.0,0.0,2717.9,No Churn
1302-UHBDD,56.0,No,33.86532,-118.396336,3.0,No,0.0,20.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,1641.3,0.0,0.0,907.8,1098.51,No Churn
6188-UXBBR,40.0,No,32.886925,-118.540958,2.0,No,0.0,4.0,Yes,No,No,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,206.6,0.0,0.0,31.34,2685.6,Competitor
2200-DSAAL,60.0,No,33.828779,-117.848299,5.0,Yes,1.0,67.0,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Two Year,7567.2,36.66,0.0,1454.5700000000002,8985.11,No Churn
9795-SHUHB,68.0,Yes,32.605012,-116.97595,3.0,Yes,6.0,71.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Month-to-Month,7713.55,0.0,140.0,2171.89,305.28000000000003,No Churn
8853-TZDGH,66.0,Yes,36.478239,-119.52137,4.0,No,0.0,2.0,Yes,No,No,None,No,No,No,No,Yes,One Year,533.9,0.0,100.0,409.36,1917.28,No Churn
9620-QJREV,20.0,No,32.697098,-117.122565,3.0,No,0.0,11.0,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Month-to-Month,425.1,0.0,0.0,0.0,425.1,No Churn
3113-IWHLC,23.0,No,38.384648,-121.578701,1.0,Yes,1.0,14.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,3457.9,4.96,0.0,2259.06,5716.42,Dissatisfaction
3570-YUEKJ,64.0,No,34.001617,-118.222274,3.0,Yes,3.0,69.0,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,Two Year,4254.1,0.0,40.0,2751.7200000000003,7045.820000000001,No Churn
2592-SEIFQ,49.0,No,39.473896,-121.415927,1.0,No,0.0,2.0,No,No,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-Month,72.4,0.0,0.0,0.0,110.0,Competitor
3794-NFNCH,50.0,No,33.970343,-121.37778,3.0,Yes,2.0,59.0,Yes,No,Yes,None,No,No,No,No,No,Two Year,1188.25,0.0,0.0,2430.21,3618.46,No Churn
8920-NAVAY,44.0,No,32.730583,-115.501083,4.0,No,0.0,41.0,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,1160.45,0.0,0.0,2563.55,1274.51,No Churn
8561-NMTBD,46.0,No,38.060264,-121.852507,3.0,No,0.0,35.0,Yes,No,No,DSL,Yes,Yes,No,Yes,Yes,One Year,2016.45,0.0,0.0,439.6,2456.05,No Churn
0864-FVJNJ,32.0,No,34.02381,-118.156582,5.0,Yes,0.0,18.0,No,No,Yes,Cable,Yes,No,No,No,No,Month-to-Month,3282.75,0.0,0.0,1026.44,4299.42,No Churn
8305-VHZBZ,72.0,No,37.942551,-122.491642,5.0,Yes,8.0,56.0,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Two Year,4084.35,0.0,0.0,332.08,4556.43,No Churn
0859-YGKFW,53.0,No,41.505916,-122.461522,4.0,No,0.0,14.0,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,One Year,773.2,0.0,0.0,294.42,1067.62,No Churn
4826-DXMUP,52.0,No,41.027281,-122.017258,3.0,No,8.0,14.0,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-Month,944.65,0.0,0.0,41.44,986.09,No Churn
3197-NNYNB,37.0,No,36.301689,-117.199424,1.0,No,0.0,10.0,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Month-to-Month,2405.05,0.0,0.0,147.04,1165.25,Competitor
2990-HWIML,56.0,Yes,40.448632,-117.029473,3.0,No,0.0,2.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,653.9,0.0,0.0,293.13,944.75,No Churn
1751-NCDLI,29.0,No,33.351059,-117.420557,4.0,No,10.0,20.0,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,One Year,343.6,0.0,0.0,28.28,3696.96,No Churn
6349-JDHQP,26.0,Yes,32.886925,-117.152162,1.0,No,0.0,12.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,1200.15,0.0,0.0,262.68,1462.8300000000002,Competitor
2737-YNGYW,68.0,No,39.53222,-118.431791,3.0,No,0.0,47.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,One Year,3545.1,0.0,0.0,2257.41,419.99,No Churn
0093-EXYQL,60.0,No,33.601309,-117.902304,4.0,No,0.0,47.0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,One Year,4138.9,0.0,0.0,1728.66,5867.56,No Churn
0337-CNPZE,61.0,No,38.888351,-123.239647,1.0,No,0.0,1.0,No,No,Yes,DSL,No,No,Yes,No,Yes,Month-to-Month,35.05,0.0,0.0,0.0,35.05,Competitor
1406-PUQVY,43.0,No,34.279221,-119.221437,3.0,Yes,0.0,61.0,Yes,Yes,Yes,None,No,Yes,No,Yes,Yes,Two Year,578.5,0.0,20.0,41.58,392.2,No Churn
6303-KFWSL,32.0,No,33.817473,-120.236358,4.0,Yes,4.0,71.0,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two Year,5956.85,0.0,0.0,1073.52,7030.370000000001,No Churn
8947-YRTDV,70.0,No,34.102119,-117.815532,2.0,Yes,6.0,52.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,5624.85,0.0,0.0,550.68,6147.93,Other
9000-PLFUZ,45.0,No,34.370378,-118.504118,5.0,No,0.0,59.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,6519.75,0.0,0.0,140.8,9358.83,No Churn
9617-UDPEU,46.0,No,33.839989,-122.430661,3.0,Yes,2.0,12.0,Yes,No,No,Fiber Optic,No,No,No,No,No,Month-to-Month,239.0,45.46,0.0,303.96,497.5,No Churn
6345-ULYRW,47.0,No,36.993451,-122.098858,1.0,No,1.0,17.0,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-Month,1539.45,0.0,0.0,13.84,3783.16,Dissatisfaction
4923-ADWXJ,59.0,No,34.003553,-118.308933,1.0,No,2.0,14.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,206.6,28.49,0.0,1856.0,10351.16,Competitor
7504-UWHNB,70.0,No,34.150354,-119.60137,4.0,Yes,0.0,22.0,Yes,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Two Year,7317.1,0.0,0.0,1116.96,40.97,No Churn
2560-QTSBS,21.0,No,34.291273,-118.505104,5.0,Yes,1.0,57.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,5438.95,0.0,0.0,1313.85,6752.8,No Churn
1187-WILMM,37.0,No,34.508417,-117.785046,3.0,No,0.0,25.0,No,No,Yes,None,No,No,Yes,Yes,Yes,One Year,1423.15,0.0,0.0,0.0,1423.15,No Churn
4013-TLDHQ,76.0,No,37.140104,-119.657092,3.0,Yes,4.0,60.0,Yes,No,No,None,Yes,No,No,No,Yes,Two Year,1205.05,0.0,0.0,939.0,2144.05,No Churn
5651-WYIPH,50.0,No,33.817473,-117.810462,3.0,Yes,1.0,22.0,Yes,Yes,No,None,No,No,No,No,No,One Year,488.25,0.0,0.0,829.4000000000001,1317.65,No Churn
6302-JGYRJ,25.0,No,33.924143,-117.79387,4.0,No,10.0,71.0,No,No,No,Fiber Optic,Yes,Yes,No,No,No,Month-to-Month,7982.5,0.0,0.0,28.28,2397.26,No Churn
9651-GTSAQ,36.0,Yes,34.500091,-117.765862,3.0,No,9.0,68.0,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Two Year,6668.0,0.0,0.0,2635.0,9303.0,No Churn
9878-TNQGW,21.0,Yes,35.666886,-118.01462,3.0,Yes,4.0,14.0,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Month-to-Month,780.85,0.0,0.0,596.96,1377.81,No Churn
1465-VINDH,55.0,No,37.246064,-121.749494,4.0,No,0.0,50.0,Yes,No,Yes,None,Yes,No,Yes,Yes,Yes,One Year,3687.75,39.92,0.0,3306.96,40.02,No Churn
2220-IAHLS,38.0,No,33.817473,-117.810462,4.0,No,0.0,72.0,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,5311.85,38.46,0.0,655.6899999999999,1380.86,No Churn
6650-BWFRT,44.0,No,34.174493,-116.967221,5.0,No,0.0,2.0,Yes,No,Yes,Cable,No,Yes,No,No,Yes,One Year,103.7,0.0,0.0,58.56,162.26,No Churn
8010-EZLOU,37.0,No,37.007882,-118.238728,5.0,No,0.0,11.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Month-to-Month,851.8,0.0,0.0,518.3199999999999,257.4,No Churn
0107-YHINA,56.0,No,37.890145,-119.184087,3.0,No,7.0,8.0,Yes,No,Yes,None,No,No,No,Yes,Yes,Two Year,1201.65,0.0,0.0,309.43,3892.53,No Churn
0557-ASKVU,24.0,No,34.402343,-119.094824,4.0,Yes,10.0,50.0,Yes,No,Yes,DSL,No,No,No,No,Yes,One Year,2230.85,36.22,0.0,1830.5,4025.13,No Churn
9259-PACGQ,25.0,Yes,38.470423,-121.114897,1.0,No,0.0,4.0,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Month-to-Month,44.15,0.0,0.0,1704.12,269.81,Other
4248-QPAVC,40.0,No,32.741499,-121.415927,3.0,No,0.0,21.0,Yes,No,No,None,No,No,No,No,No,Two Year,435.25,1.31,0.0,468.09,2062.15,No Churn
5879-SESNB,46.0,No,34.281911,-118.556218,4.0,No,0.0,27.0,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,One Year,2681.15,0.0,0.0,540.54,3221.69,No Churn
8631-NBHFZ,49.0,No,37.708327,-116.2237,4.0,Yes,8.0,22.0,Yes,No,No,None,No,No,No,No,No,One Year,452.35,0.0,0.0,0.0,1450.0500000000002,No Churn
7138-GIRSH,24.0,No,37.04584,-118.397236,3.0,Yes,8.0,5.0,Yes,Yes,Yes,None,No,No,Yes,No,No,Month-to-Month,920.5,0.0,0.0,239.43,25.07,No Churn
4959-JOSRX,49.0,No,38.93496,-122.792243,5.0,Yes,7.0,50.0,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,One Year,819.95,0.0,0.0,2374.0,7527.5,No Churn
8028-PNXHQ,34.0,Yes,32.909873,-116.906774,3.0,No,0.0,72.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Two Year,2395.7,0.0,0.0,1776.2400000000002,9622.04,No Churn
7601-DHFWZ,40.0,Yes,34.062095,-118.401508,5.0,Yes,10.0,62.0,Yes,Yes,No,None,Yes,No,Yes,No,No,One Year,3282.75,0.0,0.0,1059.3,341.03,No Churn
8229-TNIQA,20.0,No,37.246064,-116.99726,3.0,No,0.0,13.0,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,One Year,742.9,0.0,0.0,1485.36,1349.74,No Churn
4513-CXYIX,35.0,No,36.749403,-117.849815,3.0,No,0.0,27.0,No,No,Yes,DSL,No,No,Yes,Yes,Yes,One Year,1537.85,0.0,0.0,0.0,1537.85,No Churn
1862-SKORY,23.0,No,36.301689,-119.018233,1.0,No,0.0,1.0,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-to-Month,70.5,0.0,0.0,22.16,106.76,Competitor
9889-TMAHG,44.0,Yes,36.727418,-118.300237,3.0,Yes,1.0,45.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,One Year,4525.8,0.0,0.0,178.0,4632.900000000001,No Churn
8593-WHYHV,74.0,Yes,32.886925,-117.815532,2.0,No,0.0,10.0,No,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Month-to-Month,291.4,0.0,110.0,0.0,401.4,Other
9330-IJWIO,40.0,No,37.160194,-121.945611,4.0,No,0.0,3.0,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-Month,350.1,0.0,0.0,2442.96,3124.56,No Churn
8648-PFRMP,71.0,Yes,32.790282,-117.202542,2.0,No,0.0,2.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,183.75,0.0,0.0,21.06,5388.04,Other
3892-NXAZG,67.0,No,34.441123,-117.537886,1.0,Yes,0.0,5.0,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,One Year,280.85,0.0,0.0,17.0,5492.339999999999,Competitor
8938-UMKPI,23.0,No,32.697098,-117.236378,4.0,Yes,7.0,69.0,Yes,Yes,No,None,No,No,No,No,No,One Year,1763.55,0.0,0.0,1392.3,3287.07,No Churn
6185-TASNN,62.0,No,35.607875,-118.466318,3.0,No,10.0,11.0,Yes,No,Yes,DSL,No,Yes,No,No,No,Two Year,5936.55,14.67,0.0,3219.48,1377.81,No Churn
3913-RDSJZ,28.0,No,33.988572,-117.950113,3.0,No,0.0,67.0,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Two Year,7039.05,0.0,0.0,1198.08,7879.23,No Churn
0301-FIDRB,60.0,No,39.564113,-120.868836,3.0,No,0.0,26.0,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,One Year,2475.35,0.0,0.0,1367.47,3518.99,No Churn
1680-VDCWW,46.0,No,32.886925,-121.916819,1.0,No,0.0,3.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,264.8,0.0,0.0,42.84,307.64,Other
9821-BESNZ,26.0,No,34.441123,-117.537886,4.0,Yes,3.0,62.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Two Year,1266.4,0.0,0.0,317.17,7501.08,No Churn
0378-XSZPU,50.0,No,34.035849,-121.593287,3.0,No,0.0,20.0,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Month-to-Month,1879.25,15.43,30.0,494.6,2388.42,No Churn
8100-HZZLJ,21.0,No,37.284265,-121.827673,3.0,No,0.0,25.0,Yes,No,No,Fiber Optic,No,No,Yes,Yes,Yes,Two Year,2513.5,0.0,0.0,123.5,2637.0,No Churn
7242-EDTYC,66.0,No,33.970343,-118.171368,5.0,No,0.0,68.0,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,One Year,5233.25,0.0,0.0,1379.72,6612.97,No Churn
0428-IKYCP,20.0,No,33.88856,-118.351813,5.0,Yes,3.0,67.0,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,One Year,7388.45,0.0,0.0,1367.47,8755.92,No Churn
3518-FSTWG,33.0,No,36.444232,-119.718285,3.0,Yes,0.0,72.0,Yes,Yes,No,DSL,No,No,Yes,Yes,No,Month-to-Month,2964.0,0.0,0.0,742.6600000000001,550.35,No Churn
6139-ZZRBQ,22.0,No,39.937017,-118.383843,5.0,Yes,0.0,1.0,Yes,Yes,No,None,No,Yes,No,No,No,Two Year,2513.5,0.0,0.0,494.6,1084.38,No Churn
7266-GSSJX,41.0,No,33.818,-117.974404,1.0,No,0.0,14.0,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,One Year,70.5,0.0,0.0,6.9,539.6,Competitor
5562-BETPV,79.0,Yes,32.912664,-116.635387,3.0,No,0.0,35.0,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,One Year,2471.25,0.0,0.0,106.4,2577.65,No Churn
9928-BZVLZ,31.0,No,35.637715,-119.893068,4.0,Yes,8.0,43.0,No,No,Yes,DSL,Yes,No,Yes,Yes,No,One Year,2640.55,0.0,100.0,669.84,2740.55,No Churn
4795-WRNVT,39.0,No,37.724817,-122.224363,5.0,No,0.0,63.0,Yes,No,No,None,No,No,No,No,No,Two Year,1275.85,0.0,0.0,229.95,1505.8,No Churn
0723-FDLAY,57.0,No,40.946785,-121.719489,1.0,No,0.0,7.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,2375.4,0.0,0.0,34.4,884.8799999999999,Competitor
6776-TLWOI,76.0,No,37.943087,-122.72379,4.0,Yes,0.0,52.0,Yes,No,No,None,No,No,No,No,No,One Year,928.4,0.0,0.0,1177.8,2110.73,No Churn
0723-VSOBE,28.0,No,34.108833,-118.308933,1.0,No,0.0,3.0,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Month-to-Month,45.3,0.0,0.0,39.94,85.24,Competitor
6229-UOLQL,38.0,No,34.039224,-118.266293,1.0,No,1.0,60.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,210.3,0.0,0.0,17.0,79.78999999999999,Competitor
8050-WYBND,31.0,No,34.046174,-122.215844,5.0,No,0.0,2.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,5632.55,0.0,0.0,94.38,136.82999999999998,No Churn
3211-ILJTT,39.0,No,39.473896,-116.444601,1.0,No,0.0,1.0,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-Month,53.95,0.0,0.0,31.16,85.11,Price
2722-VOJQL,47.0,No,39.094102,-123.500853,2.0,No,0.0,12.0,Yes,No,Yes,Cable,No,Yes,No,Yes,No,Month-to-Month,1029.75,44.58,80.0,343.56,1063.08,Competitor
3566-CAAYU,41.0,No,40.586588,-117.788091,3.0,No,0.0,33.0,Yes,No,No,None,No,No,No,No,No,One Year,579.0,0.0,0.0,291.40000000000003,1380.4299999999998,No Churn
1403-GYAFU,39.0,No,37.257063,-121.923037,3.0,Yes,4.0,24.0,No,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,688.0,0.0,0.0,168.95999999999998,688.0,No Churn
8393-JMVMB,43.0,No,37.624436,-118.881679,5.0,Yes,0.0,72.0,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,One Year,7388.45,0.0,0.0,0.0,1325.52,No Churn
9668-PUGNU,75.0,Yes,33.956445,-118.358634,4.0,No,0.0,52.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Two Year,5832.0,6.26,0.0,1198.08,7023.82,No Churn
9540-JYROE,58.0,Yes,32.85723,-117.209774,1.0,No,0.0,4.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,842.9,0.0,0.0,444.15,124.01,Competitor
1088-AUUZZ,43.0,Yes,37.555473,-122.080312,1.0,Yes,1.0,16.0,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,Month-to-Month,1777.9,0.0,0.0,158.34,539.6,Competitor
2167-FQSTQ,50.0,No,37.331762,-121.46504,4.0,Yes,10.0,69.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,One Year,1313.25,0.0,0.0,83.8,7104.34,No Churn
6901-GOGZG,46.0,No,36.689582,-121.758398,2.0,Yes,1.0,4.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-to-Month,319.15,0.0,0.0,57.2,1030.19,Competitor
5186-PEIZU,54.0,Yes,33.362575,-117.299644,1.0,No,1.0,46.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,25.1,0.0,0.0,103.25,8194.65,Competitor
7665-NKLAV,59.0,No,36.869584,-118.189241,5.0,No,0.0,12.0,Yes,No,No,None,No,Yes,No,No,No,One Year,220.65,0.0,0.0,501.36,730.11,No Churn
4902-OHLSK,71.0,Yes,38.183918,-119.020428,3.0,Yes,8.0,11.0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two Year,4824.45,0.0,0.0,1774.08,6598.53,No Churn
2753-JMMCV,20.0,No,34.039224,-122.792243,5.0,No,0.0,43.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,One Year,4451.85,0.0,0.0,981.69,5433.54,No Churn
4277-PVRAN,78.0,Yes,34.137742,-114.36514,5.0,No,8.0,72.0,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Two Year,4685.55,0.0,0.0,0.0,4685.55,No Churn
0750-EKNGL,33.0,No,34.406256,-121.21191,5.0,Yes,8.0,4.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,155.35,0.0,0.0,140.36,295.71000000000004,No Churn
7234-KMNRQ,19.0,No,34.079449,-121.527823,4.0,No,7.0,26.0,Yes,No,No,None,Yes,Yes,No,No,Yes,Two Year,3801.3,0.0,0.0,200.64,1380.4299999999998,No Churn
0581-BXBUB,19.0,No,33.645672,-118.552784,5.0,No,0.0,30.0,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,One Year,2038.7,0.0,0.0,679.2,2717.9,No Churn
1265-ZFOSD,63.0,No,33.923149,-117.244933,3.0,No,5.0,5.0,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Two Year,6503.2,0.0,0.0,564.16,4674.01,No Churn
0237-YFUTL,63.0,No,40.390301,-120.918713,4.0,No,0.0,18.0,Yes,No,Yes,DSL,No,No,No,Yes,Yes,One Year,5150.55,0.0,0.0,1041.57,1914.37,No Churn
6096-EGVTU,37.0,No,34.242058,-116.89802,3.0,Yes,0.0,16.0,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Month-to-Month,5560.0,0.0,0.0,743.2,2625.75,No Churn
5915-DGNVC,27.0,No,36.869584,-120.288644,4.0,Yes,10.0,70.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Two Year,8244.3,0.0,0.0,41.58,9761.9,No Churn
9261-WDCAF,31.0,No,34.209532,-117.914922,4.0,No,0.0,15.0,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,One Year,950.75,0.0,0.0,2102.73,1606.1,No Churn
3274-NSDWE,52.0,No,34.057496,-122.491642,3.0,No,0.0,18.0,No,No,Yes,DSL,No,No,Yes,No,No,Month-to-Month,607.3,0.0,50.0,0.0,657.3,No Churn
5889-JTMUL,74.0,Yes,37.422961,-117.209774,1.0,Yes,1.0,15.0,Yes,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,1345.55,0.0,0.0,678.75,2024.3,Competitor
6340-DACFT,26.0,Yes,32.68674,-119.69056,3.0,Yes,10.0,45.0,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Two Year,1313.25,0.0,90.0,1947.15,4333.4,No Churn
8784-CGILN,21.0,No,39.220368,-121.686241,3.0,No,0.0,68.0,Yes,No,No,Fiber Optic,Yes,No,Yes,No,Yes,One Year,543.0,0.0,0.0,0.0,1084.38,No Churn
3657-COGMW,27.0,No,33.9108,-117.398153,3.0,No,0.0,7.0,Yes,Yes,No,Fiber Optic,No,No,No,No,Yes,Two Year,1698.55,0.0,0.0,848.4300000000001,4716.78,No Churn
9402-CXWPL,32.0,No,36.635661,-123.287414,4.0,No,0.0,25.0,No,No,Yes,Cable,Yes,No,No,Yes,Yes,Two Year,844.45,0.0,0.0,0.0,844.45,No Churn
9788-HNGUT,35.0,No,36.545353,-119.338535,4.0,Yes,0.0,71.0,No,No,Yes,DSL,No,Yes,No,No,Yes,Month-to-Month,35.1,0.0,0.0,241.95,395.5,No Churn
2480-JZOSN,63.0,No,34.282704,-118.312929,3.0,Yes,0.0,55.0,Yes,No,Yes,Cable,No,Yes,No,No,No,Month-to-Month,3068.6,0.0,0.0,165.88,4735.0,No Churn
2232-DMLXU,58.0,No,33.976328,-121.307864,3.0,Yes,10.0,67.0,Yes,Yes,No,None,No,No,No,No,No,Two Year,1784.9,0.0,0.0,786.58,2571.48,No Churn
8532-UEFWH,27.0,No,40.057784,-123.679461,4.0,No,0.0,67.0,Yes,Yes,Yes,None,No,No,Yes,No,Yes,Two Year,309.4,0.0,0.0,2108.88,4952.02,No Churn
3705-RHRFR,24.0,No,34.042286,-117.756106,5.0,Yes,7.0,22.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Two Year,1961.6,0.0,0.0,884.18,5890.9,No Churn
5127-BZENZ,68.0,Yes,40.336392,-122.448533,4.0,No,1.0,70.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Two Year,8182.85,0.0,0.0,0.0,9490.53,No Churn
9603-OAIHC,29.0,No,34.422519,-118.421314,3.0,No,1.0,4.0,Yes,Yes,Yes,Cable,No,No,No,No,Yes,One Year,35.9,0.0,0.0,262.36,6716.54,Attitude
2683-BPJSO,25.0,No,37.378541,-122.020456,3.0,Yes,0.0,8.0,Yes,No,Yes,None,No,Yes,No,No,Yes,Month-to-Month,20.2,34.83,0.0,1201.52,1119.8,No Churn
0621-CXBKL,74.0,Yes,34.95703,-117.73045,3.0,No,0.0,30.0,No,No,Yes,Cable,No,No,Yes,No,No,Month-to-Month,1172.95,0.0,100.0,0.0,1272.95,Other
7325-ENZFI,40.0,No,37.722727,-121.916819,5.0,Yes,0.0,72.0,Yes,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,One Year,1068.15,0.0,0.0,18.57,8685.15,No Churn
2692-AQCPF,77.0,Yes,33.53604,-121.018087,1.0,No,0.0,32.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,One Year,4541.2,0.0,0.0,517.5799999999999,495.96,Dissatisfaction
5453-AXEPF,59.0,No,34.248061,-117.29028,3.0,No,8.0,2.0,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,One Year,5411.4,0.0,0.0,434.25,869.29,No Churn
6661-HBGWL,29.0,No,37.106902,-117.299644,4.0,No,0.0,41.0,Yes,No,No,None,No,No,No,No,No,One Year,6519.75,4.25,0.0,165.88,687.18,No Churn
1965-DDBWU,63.0,No,38.419088,-120.293534,3.0,No,0.0,10.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,187.35,0.0,0.0,47.6,234.95,No Churn
