index,Customer ID,Age,Senior Citizen,Latitude,Longitude,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
2539,2433-KMEAS,63.0,No,34.2112,-118.421314,1.0,No,0.0,4.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Month-to-Month,321.65,0.0,10.0,652.16,504.93,Competitor
2543,5124-EOGYE,20.0,No,38.460517,-122.790335,2.0,No,0.0,14.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,305.55,0.0,0.0,194.56,425.47,Dissatisfaction
2544,9167-APMXZ,68.0,No,39.461768,-121.195825,3.0,No,0.0,55.0,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Month-to-Month,229.5,0.0,0.0,2241.36,35.05,Competitor
2546,8058-DMYRU,26.0,No,40.160386,-120.835428,4.0,Yes,0.0,24.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,477.6,0.0,0.0,0.0,5537.69,No Churn
2549,3838-OZURD,23.0,No,33.141265,-119.787574,5.0,Yes,1.0,71.0,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,One Year,477.6,0.0,0.0,1003.94,8292.34,No Churn
2551,1354-YZFNB,39.0,No,40.345949,-118.111335,3.0,No,0.0,18.0,Yes,No,No,None,No,No,No,No,Yes,One Year,390.85,0.0,0.0,161.1,551.95,Attitude
2553,4355-CVPVS,68.0,Yes,37.897753,-117.199424,1.0,Yes,0.0,1.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Month-to-Month,1178.4,0.0,0.0,134.64,388.21,Attitude
2555,8241-JUIQO,73.0,Yes,32.825086,-117.199424,2.0,No,1.0,5.0,Yes,No,No,Fiber Optic,No,No,No,No,Yes,Month-to-Month,5084.65,0.0,0.0,883.9599999999999,977.94,Competitor
2556,1666-JZPZT,31.0,No,36.635661,-122.491642,5.0,Yes,8.0,8.0,Yes,Yes,Yes,None,No,No,No,No,No,One Year,343.6,0.0,0.0,61.74,976.7,No Churn
2558,6651-RLGGM,59.0,No,39.903272,-121.843567,5.0,Yes,4.0,68.0,Yes,No,Yes,None,No,No,No,Yes,Yes,One Year,484.05,0.0,0.0,31.97,1192.36,No Churn
2560,3249-VHRIP,25.0,No,33.792791,-117.789749,3.0,Yes,1.0,1.0,Yes,No,Yes,None,Yes,No,No,No,Yes,Month-to-Month,5956.85,0.0,0.0,800.36,570.51,No Churn
2564,6851-WEFYX,25.0,Yes,37.758085,-122.434801,1.0,Yes,1.0,3.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,5742.9,0.0,0.0,2113.2,7856.099999999999,Dissatisfaction
2565,2223-GDSHL,40.0,No,35.511833,-120.918713,3.0,No,0.0,10.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,163.2,0.0,0.0,410.4,573.5999999999999,No Churn
2569,3021-VLNRJ,38.0,No,38.197907,-121.468945,5.0,No,2.0,4.0,Yes,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,220.75,0.0,0.0,120.28,341.03,No Churn
2570,9741-YLNTD,66.0,Yes,35.478736,-118.207607,3.0,Yes,2.0,64.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Two Year,6538.45,0.0,0.0,1292.16,7830.61,No Churn
2574,7729-JTEEC,49.0,No,37.160194,-118.074071,3.0,No,0.0,49.0,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Two Year,3199.0,0.0,0.0,870.73,4069.73,No Churn
2576,8612-GXIDD,25.0,No,41.950683,-117.635263,2.0,Yes,1.0,65.0,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Two Year,4820.15,0.0,0.0,2630.55,552.94,Dissatisfaction
2577,8541-QVFKM,61.0,No,33.739412,-114.850784,3.0,No,0.0,8.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,178.7,0.0,0.0,114.96,293.66,No Churn
2579,0397-ZXWQF,20.0,No,33.141265,-116.967221,3.0,Yes,9.0,72.0,Yes,Yes,No,None,No,No,No,No,No,Two Year,1816.2,39.45,0.0,2284.78,4100.9800000000005,No Churn
2580,4700-UBQMV,52.0,No,33.645672,-117.922613,4.0,No,0.0,11.0,Yes,No,Yes,Cable,No,No,No,No,No,Month-to-Month,601.6,0.0,70.0,984.23,941.87,No Churn
2581,3842-IYKUE,28.0,No,35.710244,-117.455583,3.0,No,0.0,13.0,Yes,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,446.1,0.0,0.0,0.0,69.99,Attitude
2583,7139-JZFVG,42.0,No,37.461251,-122.235414,3.0,Yes,0.0,8.0,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,One Year,3958.2,0.0,0.0,65.0,324.31,No Churn
2584,4526-RMTLL,48.0,No,36.452211,-119.94575,3.0,No,0.0,35.0,Yes,Yes,No,None,Yes,No,No,No,No,Two Year,1424.2,0.0,0.0,1258.32,2682.52,No Churn
2586,5256-SKJGO,44.0,No,38.724322,-120.179546,2.0,No,0.0,15.0,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,53.95,0.0,0.0,713.1500000000001,25.25,Price
2588,6982-SSHFK,34.0,No,41.336354,-124.044354,3.0,No,1.0,36.0,Yes,No,No,None,Yes,Yes,No,No,No,Two Year,1750.85,0.0,0.0,0.0,550.35,No Churn
2589,3733-UOCWF,48.0,Yes,33.507255,-117.029473,4.0,Yes,2.0,71.0,Yes,No,Yes,None,No,No,No,No,No,Two Year,1326.35,0.0,0.0,1195.64,2521.99,No Churn
2590,6556-DBKZF,31.0,No,34.11572,-118.008961,5.0,No,0.0,35.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,617.65,0.0,0.0,1061.91,1941.0,No Churn
2591,3422-WJOYD,76.0,Yes,33.507255,-117.029473,1.0,No,0.0,46.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,79.05,0.0,0.0,31.34,110.39,Competitor
2593,3933-DQPWX,78.0,Yes,34.04597,-121.108568,3.0,Yes,1.0,28.0,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,2602.9,0.0,0.0,1054.48,3657.38,Price
2594,6478-HRRCZ,60.0,No,40.267158,-123.805913,4.0,No,0.0,72.0,Yes,Yes,No,None,No,No,No,No,Yes,Two Year,1866.45,0.0,0.0,140.8,2352.45,No Churn
2596,4012-ZTHBR,30.0,No,33.714829,-117.872941,1.0,No,1.0,1.0,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-to-Month,35.9,0.0,0.0,39.44,99.75,Attitude
2597,6933-FHBZC,53.0,No,35.280113,-118.962329,5.0,Yes,9.0,9.0,Yes,No,No,None,No,No,No,No,No,Two Year,2344.5,0.0,0.0,1313.85,221.52,No Churn
2599,6416-TVAIH,47.0,No,33.849263,-119.68072,3.0,Yes,1.0,50.0,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,One Year,4025.6,24.92,0.0,1591.5,5717.1,No Churn
2600,1976-AZZPJ,21.0,No,32.99356,-117.207121,4.0,No,0.0,54.0,No,No,Yes,Cable,No,No,No,Yes,Yes,Two Year,4807.45,0.0,0.0,0.0,2460.55,No Churn
2601,0266-GMEAO,35.0,No,38.602723,-121.279913,5.0,No,0.0,49.0,Yes,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,One Year,5290.45,0.0,0.0,233.24,5523.69,No Churn
2603,2924-KHUVI,56.0,No,33.03933,-115.191857,3.0,No,0.0,66.0,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Two Year,4798.4,0.0,0.0,3007.62,7806.019999999999,No Churn
2609,3258-SANFR,25.0,No,37.290606,-121.946461,5.0,No,0.0,15.0,Yes,No,Yes,DSL,No,No,Yes,Yes,No,One Year,864.55,0.0,80.0,45.5,969.0,No Churn
2610,6283-GITPX,50.0,No,37.946617,-122.563571,3.0,No,0.0,22.0,Yes,No,Yes,Cable,Yes,No,No,No,Yes,Month-to-Month,1049.05,0.0,0.0,693.6600000000001,1742.71,No Churn
2613,9065-ZCPQX,44.0,No,34.108833,-121.52446,4.0,No,0.0,44.0,Yes,No,No,Fiber Optic,No,No,No,No,No,One Year,835.5,0.0,0.0,798.1600000000001,1633.66,No Churn
2614,2920-RNCEZ,30.0,No,38.014457,-122.563571,1.0,No,1.0,15.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,280.85,0.0,0.0,2388.75,8194.65,Competitor
2615,2720-WGKHP,48.0,No,33.817473,-118.147037,5.0,No,1.0,72.0,Yes,Yes,Yes,None,Yes,Yes,No,No,Yes,Two Year,2479.25,0.0,70.0,293.13,1989.3,No Churn
2617,8098-LLAZX,48.0,No,33.92128,-117.362274,1.0,Yes,1.0,12.0,Yes,No,No,None,No,No,No,No,Yes,Month-to-Month,233.55,0.0,0.0,233.76,467.31,Competitor
2621,1626-ERCMM,25.0,No,32.912664,-116.635387,4.0,Yes,4.0,55.0,Yes,Yes,No,None,No,No,No,No,No,Month-to-Month,1087.25,0.0,0.0,1721.5,2808.75,No Churn
2624,6549-BTYPG,19.0,No,38.460517,-122.434801,3.0,Yes,1.0,56.0,Yes,Yes,No,None,No,No,No,No,Yes,Month-to-Month,1327.15,0.0,0.0,739.1999999999999,2066.35,Dissatisfaction
2625,0222-CNVPT,28.0,No,37.818543,-121.006907,5.0,Yes,0.0,5.0,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,One Year,477.6,0.0,0.0,1729.21,10771.48,No Churn
2626,0257-KXZGU,25.0,Yes,40.057784,-121.346321,3.0,No,0.0,5.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,1914.5,0.0,10.0,1149.12,1983.38,No Churn
2627,7668-XCFYV,47.0,No,38.029729,-118.308933,2.0,Yes,1.0,8.0,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Month-to-Month,842.9,0.0,0.0,126.70000000000002,977.94,Competitor
2628,0280-XJGEX,36.0,No,33.817473,-118.414338,4.0,No,0.0,26.0,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Month-to-Month,3068.6,0.0,0.0,1146.86,49.49,No Churn
2630,0719-SYFRB,73.0,No,38.154823,-118.984109,3.0,No,0.0,46.0,Yes,No,No,None,No,No,No,No,No,One Year,1165.9,0.0,0.0,211.6,1377.5,No Churn
2631,5680-LQOGP,52.0,No,39.455555,-123.683979,5.0,Yes,0.0,70.0,No,No,Yes,Cable,No,Yes,Yes,Yes,Yes,One Year,4113.15,32.53,0.0,0.0,4080.62,No Churn
2634,5922-ABDVO,72.0,Yes,33.924143,-117.848299,3.0,No,0.0,31.0,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Two Year,2094.65,0.0,0.0,1471.88,25.35,No Churn
2637,3488-PGMQJ,70.0,No,40.965011,-118.263804,2.0,No,0.0,6.0,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,5084.65,0.0,0.0,57.7,101.4,Competitor
2638,8022-BECSI,80.0,Yes,34.159534,-116.425984,4.0,No,3.0,4.0,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Month-to-Month,253.0,0.0,0.0,4.4,257.4,No Churn
2643,8292-ITGYJ,22.0,No,33.174725,-118.399613,3.0,Yes,5.0,50.0,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Two Year,625.65,0.0,0.0,2056.6,2501.54,No Churn
2644,8357-EQXFO,25.0,No,36.977025,-121.952864,1.0,No,0.0,23.0,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Month-to-Month,825.7,38.42,0.0,45.81,316.92,Competitor
2647,4566-GOLUK,44.0,No,36.456091,-119.486225,1.0,No,1.0,1.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-to-Month,73.6,28.49,0.0,1856.0,124.01,Competitor
2654,7225-CBZPL,25.0,No,33.703976,-117.824172,3.0,No,0.0,67.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,174.45,0.0,0.0,75.4,249.85,No Churn
2655,3006-XIMLN,44.0,Yes,34.159007,-118.087353,2.0,No,0.0,7.0,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Month-to-Month,503.6,11.05,0.0,188.65,681.2,Price
2656,7660-HDPJV,34.0,No,39.473896,-118.263804,3.0,No,0.0,10.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-to-Month,953.45,0.0,0.0,432.6,1386.05,Competitor
2658,7733-UDMTP,51.0,No,34.097863,-122.491642,4.0,No,1.0,8.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,576.7,0.0,0.0,150.56,727.26,No Churn
2659,7802-EFKNY,57.0,No,33.714829,-117.285879,3.0,No,0.0,2.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,184.1,0.0,0.0,67.78,251.88,Attitude
2660,4315-MURBD,52.0,Yes,38.931425,-121.946081,3.0,Yes,2.0,2.0,Yes,Yes,No,DSL,No,No,No,No,No,One Year,265.75,0.0,0.0,468.09,5436.68,No Churn
2661,8380-MQINP,27.0,No,32.886925,-120.345639,3.0,No,0.0,1.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,45.1,0.0,0.0,11.06,56.16,Other
2662,7661-CPURM,47.0,No,36.057458,-118.591951,3.0,Yes,6.0,35.0,No,No,Yes,DSL,No,No,No,Yes,Yes,One Year,1383.6,0.0,0.0,0.0,413.73,No Churn
2663,5219-YIPTK,34.0,No,37.808731,-122.238708,3.0,No,0.0,2.0,Yes,No,Yes,None,No,No,No,No,Yes,Month-to-Month,123.8,0.0,0.0,67.5,6752.8,No Churn
2664,8065-YKXKD,51.0,No,33.976328,-117.319786,5.0,No,3.0,37.0,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,One Year,2658.8,0.0,0.0,41.440000000000005,2700.24,No Churn
2665,7599-FKVXZ,56.0,No,34.061634,-117.893169,3.0,No,8.0,47.0,Yes,No,Yes,None,No,No,No,No,No,Month-to-Month,3801.3,0.0,0.0,475.02,1380.86,No Churn
2667,9681-OXGVC,31.0,No,38.71967,-117.455583,4.0,No,0.0,1.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,25.35,0.0,0.0,2281.23,25.35,No Churn
2668,1964-SVLEA,76.0,Yes,33.712036,-117.950113,4.0,No,0.0,25.0,Yes,No,No,Fiber Optic,No,No,No,Yes,Yes,Month-to-Month,4014.6,0.0,0.0,219.39,7732.5,No Churn
2669,5131-PONJI,29.0,No,37.572273,-121.964583,4.0,No,0.0,67.0,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Two Year,4361.55,0.0,40.0,3332.58,7734.13,No Churn
2671,6008-NAIXK,58.0,No,39.361283,-123.784599,3.0,No,0.0,56.0,Yes,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Two Year,150.85,0.0,0.0,1201.52,6953.23,No Churn
2674,1833-TCXKK,24.0,No,33.954017,-118.012204,3.0,Yes,0.0,56.0,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Month-to-Month,515.75,0.0,0.0,349.86,865.6099999999999,No Churn
2675,5924-IFQTT,50.0,No,34.18454,-119.224666,5.0,No,0.0,11.0,No,No,Yes,DSL,No,Yes,Yes,No,No,Month-to-Month,383.55,22.53,150.0,0.0,511.02,No Churn
2677,2371-JQHZZ,59.0,No,33.752938,-116.230055,4.0,Yes,0.0,56.0,Yes,No,No,None,No,Yes,Yes,No,No,One Year,700.45,0.0,0.0,929.5,1156.48,No Churn
2681,9207-ZPANB,52.0,No,33.956228,-121.495817,4.0,Yes,0.0,24.0,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Month-to-Month,4138.9,14.67,40.0,2230.8,2104.19,No Churn
2682,8474-UMLNT,26.0,No,37.802071,-122.743181,4.0,Yes,7.0,38.0,Yes,No,No,None,No,No,No,No,No,One Year,756.4,0.0,0.0,1896.2,2652.6,No Churn
2683,9507-EXLTT,59.0,No,39.624561,-121.552866,4.0,Yes,5.0,72.0,Yes,No,Yes,None,Yes,No,Yes,Yes,Yes,Two Year,7559.55,0.0,0.0,500.4,8059.95,No Churn
2684,3701-SFMUH,29.0,No,33.988572,-123.794144,3.0,No,0.0,8.0,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,Two Year,579.0,0.0,0.0,329.04,908.04,No Churn
2686,9547-ITEFG,28.0,No,37.653947,-121.396719,5.0,Yes,5.0,15.0,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Month-to-Month,1155.6,0.0,0.0,596.5500000000001,1752.15,No Churn
2688,2568-BRGYX,33.0,No,33.988572,-118.186565,4.0,Yes,1.0,19.0,Yes,No,No,None,No,Yes,No,No,No,One Year,344.5,0.0,0.0,249.47000000000003,593.97,No Churn
2689,2770-NSVDG,51.0,No,38.325599,-122.642352,4.0,No,0.0,46.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Month-to-Month,6130.95,0.0,0.0,2467.0800000000004,3892.53,No Churn
2690,5294-CDGWY,39.0,No,33.964131,-123.586412,3.0,No,0.0,5.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,398.55,0.0,0.0,61.75,460.3,No Churn
2695,7208-PSIHR,59.0,No,33.905963,-118.08263,3.0,No,0.0,27.0,Yes,No,Yes,DSL,Yes,No,No,No,No,Month-to-Month,1784.9,0.0,150.0,499.77,2061.12,No Churn
2697,4373-VVHQL,61.0,No,37.380662,-122.086022,3.0,Yes,0.0,10.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,208.25,0.0,0.0,202.9,411.15,No Churn
2698,8821-KVZKQ,35.0,No,32.825086,-117.199424,1.0,No,0.0,3.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,170.85,0.0,0.0,42.84,983.91,Other
2699,6656-JWRQX,48.0,Yes,33.362575,-117.299644,4.0,No,0.0,47.0,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Two Year,5189.75,0.0,0.0,0.0,830.12,No Churn
2700,4360-PNRQB,46.0,No,37.287758,-119.548156,3.0,No,0.0,35.0,Yes,Yes,Yes,None,No,Yes,Yes,No,No,Month-to-Month,5750.0,9.73,0.0,921.84,6966.87,No Churn
2701,4560-WQAQW,73.0,Yes,38.109125,-120.078597,5.0,Yes,0.0,72.0,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Two Year,5396.25,0.0,0.0,2424.96,7821.21,No Churn
2704,7683-CBDKJ,46.0,No,38.107441,-120.230625,4.0,Yes,1.0,40.0,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Two Year,6614.9,0.0,0.0,1951.2,8566.1,No Churn
2705,4626-GYCZP,60.0,No,33.902045,-118.008961,5.0,Yes,0.0,21.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Month-to-Month,1948.35,0.0,0.0,580.86,2559.21,No Churn
2706,7968-QUXNS,54.0,No,34.039224,-122.521585,4.0,No,0.0,35.0,No,No,Yes,DSL,No,No,No,No,No,Month-to-Month,812.5,0.0,40.0,0.0,852.5,No Churn
2707,5546-QUERU,23.0,No,32.912664,-121.46504,4.0,No,0.0,13.0,Yes,No,Yes,Cable,No,No,Yes,No,No,Month-to-Month,559.2,37.49,90.0,80.34,692.0500000000001,No Churn
2710,2049-BAFNW,47.0,No,33.792791,-117.789749,4.0,No,0.0,2.0,Yes,No,No,None,No,No,No,No,No,One Year,19.0,0.0,0.0,62.9,110.6,No Churn
2711,6651-AZVTJ,64.0,No,37.556094,-122.272437,4.0,Yes,8.0,23.0,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Two Year,700.45,0.0,0.0,2302.53,2633.92,No Churn
2713,8124-NZVGJ,44.0,No,37.233226,-120.133915,5.0,No,0.0,28.0,Yes,No,Yes,Fiber Optic,No,No,No,No,No,One Year,931.75,0.0,150.0,509.21,1590.96,No Churn
2714,1821-BUCWY,25.0,No,32.716007,-118.925185,4.0,Yes,8.0,46.0,Yes,No,Yes,None,No,No,No,No,Yes,Two Year,5411.4,0.0,0.0,1130.22,830.12,No Churn
2716,1790-NESIO,25.0,Yes,38.394091,-122.739814,3.0,No,0.0,1.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,45.3,0.0,0.0,34.37,79.66999999999999,Other
2718,2495-TTHBQ,42.0,No,38.434138,-121.30587,1.0,No,2.0,32.0,No,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,19.9,0.0,0.0,2199.1200000000003,99.75,Attitude
2723,4547-LYTDD,26.0,No,36.414611,-121.21191,5.0,Yes,1.0,17.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,340.85,0.0,0.0,597.6,938.45,No Churn
2725,3085-QUOZK,80.0,No,41.813521,-121.916834,4.0,Yes,8.0,70.0,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-to-Month,7987.6,0.0,0.0,3234.0,11221.6,No Churn
2727,8769-KKTPH,65.0,No,33.92128,-118.274186,1.0,No,0.0,6.0,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Month-to-Month,4367.35,0.0,0.0,23.96,368.44,Competitor
2729,5366-IJEQJ,38.0,No,38.93496,-119.822984,4.0,No,0.0,35.0,No,No,No,Fiber Optic,No,No,No,Yes,Yes,One Year,520.55,0.0,0.0,1274.7,7725.67,No Churn
2730,8107-RZLNV,46.0,No,38.197907,-122.017258,3.0,No,0.0,51.0,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,One Year,4267.15,0.0,0.0,1392.3,5659.45,No Churn
2733,5973-EJGDP,64.0,No,33.798266,-118.300237,2.0,No,0.0,1.0,No,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,35.45,0.0,0.0,0.0,35.45,Dissatisfaction
2735,3050-RLLXC,52.0,No,34.019323,-118.391902,4.0,No,0.0,67.0,Yes,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,78.9,0.0,0.0,1367.47,2157.11,No Churn
2736,1767-CJKBA,62.0,No,39.197215,-119.020428,4.0,Yes,5.0,51.0,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Two Year,2448.5,0.0,20.0,884.4,5102.1,No Churn
2737,9763-GRSKD,56.0,No,34.18454,-119.224666,4.0,Yes,5.0,40.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,One Year,3355.65,38.15,0.0,576.4,3893.9,No Churn
2738,7029-IJEJK,34.0,No,32.649787,-119.822984,3.0,No,0.0,32.0,Yes,Yes,No,None,No,No,No,No,No,One Year,707.5,0.0,0.0,1176.96,1884.46,No Churn
2739,1478-VPOAD,65.0,Yes,33.507255,-117.029473,3.0,No,1.0,3.0,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-Month,70.8,0.0,0.0,236.4,123.32,Competitor
2740,8714-EUHJO,56.0,No,34.242058,-122.985488,4.0,Yes,5.0,63.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Month-to-Month,4765.0,0.0,90.0,1985.75,413.73,No Churn
2742,1042-HFUCW,64.0,No,36.833002,-120.387793,2.0,No,0.0,1.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,69.7,0.0,0.0,21.52,91.22,Attitude
2743,6437-UKHMV,62.0,No,37.624436,-122.430661,4.0,Yes,0.0,24.0,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Two Year,253.9,0.0,0.0,86.36,4541.99,No Churn
2744,0853-TWRVK,78.0,Yes,38.014457,-122.115432,1.0,Yes,0.0,5.0,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Month-to-Month,40.2,0.0,90.0,517.5799999999999,274.03,Dissatisfaction
2745,3797-FKOGQ,19.0,No,37.95338,-122.076886,3.0,Yes,0.0,10.0,Yes,No,Yes,None,Yes,No,No,No,No,One Year,120.25,0.0,0.0,186.15,413.73,No Churn
2746,4847-TAJYI,73.0,Yes,34.099891,-118.008961,3.0,Yes,8.0,23.0,Yes,Yes,No,Fiber Optic,No,No,No,No,No,Two Year,1728.2,0.0,0.0,475.02,1796.37,No Churn
2748,4922-CVPDX,75.0,Yes,38.029729,-122.563571,2.0,No,0.0,2.0,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,196.9,0.0,0.0,77.02,273.92,Competitor
2751,8868-GAGIO,59.0,No,38.32153,-117.773354,5.0,Yes,0.0,1.0,Yes,Yes,No,DSL,No,No,No,No,Yes,One Year,527.35,46.39,40.0,860.64,3215.94,No Churn
2753,0725-CXOTM,59.0,No,34.00709,-117.224878,5.0,No,0.0,31.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,2227.8,0.0,120.0,1202.18,3429.9800000000005,No Churn
2755,1839-UMACK,80.0,No,39.748037,-122.302169,4.0,Yes,10.0,56.0,No,No,Yes,DSL,No,No,Yes,Yes,No,One Year,2959.8,0.0,40.0,0.0,8115.789999999999,No Churn
2756,4462-CYWMH,55.0,No,40.160386,-118.431791,4.0,Yes,1.0,1.0,Yes,No,No,DSL,Yes,No,No,No,Yes,Month-to-Month,4297.6,0.0,0.0,1391.5,91.64,No Churn
2757,5161-XEUVX,27.0,No,38.432145,-120.77069,3.0,No,0.0,4.0,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,One Year,130.5,0.0,0.0,984.23,6869.52,No Churn
2760,9803-FTJCG,55.0,No,35.710244,-120.054765,1.0,No,0.0,68.0,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,6581.9,0.0,0.0,0.0,114.74,Attitude
2763,3259-KNMRR,62.0,No,38.027218,-122.196318,5.0,No,0.0,1.0,Yes,No,Yes,DSL,No,No,No,No,Yes,Month-to-Month,44.0,0.0,110.0,15.66,59.66,No Churn
2764,4719-UMSIY,63.0,No,36.008958,-118.891593,5.0,No,5.0,43.0,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Two Year,253.9,6.26,0.0,591.85,397.18,No Churn
2765,1699-TLDLZ,29.0,No,37.171727,-121.503022,3.0,Yes,1.0,3.0,No,No,Yes,Cable,No,No,No,No,Yes,Month-to-Month,99.75,0.0,0.0,0.0,99.75,Attitude
2769,5148-HKFIR,50.0,Yes,32.852947,-114.850784,3.0,No,0.0,10.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Month-to-Month,858.6,0.0,0.0,65.0,516.95,No Churn
2771,4832-VRBMR,76.0,No,38.055562,-120.456298,1.0,No,0.0,19.0,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-to-Month,1777.9,0.0,0.0,103.25,2400.53,Competitor
2772,7398-SKNQZ,61.0,No,34.146957,-118.432138,1.0,No,0.0,2.0,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Month-to-Month,165.45,0.0,0.0,86.94,252.39,Attitude
2773,2178-PMGCJ,42.0,No,38.32153,-116.2237,4.0,Yes,10.0,26.0,Yes,No,No,None,No,No,No,No,Yes,One Year,459.6,0.0,0.0,45.5,505.1,No Churn
2774,3511-BFTJW,74.0,No,37.965695,-121.260051,4.0,No,0.0,6.0,Yes,No,No,None,No,No,No,No,No,Month-to-Month,98.35,0.0,0.0,120.6,199.81,No Churn
